	Linear	regression	Scaling						
Year	F3	F5	F3	F5					
1855	18.53	18.538	18.41	18.464		-0.3558735585	-0.3280322429	-0.3557472316	-0.3284104038
1856	18.558	18.561	18.446	18.492		-0.2950558303	-0.2787130863	-0.295798681	-0.2779880886
1857	18.604	18.594	18.507	18.531		-0.195140991	-0.2079508181	-0.1942191927	-0.2077570066
1858	18.637	18.618	18.55	18.56		-0.1234629542	-0.1564873503	-0.1226139795	-0.1555338944
1859	18.635	18.614	18.546	18.554		-0.1278070776	-0.1650645949	-0.1292749296	-0.1663386762
1860	18.591	18.58	18.49	18.514		-0.2233777934	-0.2379711743	-0.2225282304	-0.2383705552
1861	18.532	18.541	18.412	18.468		-0.3515294351	-0.3215993095	-0.3524167565	-0.321207216
1862	18.507	18.53	18.38	18.454		-0.4058309781	-0.3451867322	-0.405704357	-0.3464183736
1863	18.553	18.57	18.44	18.503		-0.3059161389	-0.2594142859	-0.3057901061	-0.2581793219
1864	18.651	18.632	18.568	18.576		-0.0930540901	-0.126466994	-0.0926397043	-0.1267211428
1865	18.716	18.685	18.653	18.639		0.0481299219	-0.0128185026	0.0489054845	-0.0132709335
1866	18.705	18.7	18.638	18.657		0.024237243	0.0193461647	0.0239269218	0.019143412
1867	18.694	18.698	18.624	18.654		0.000344564	0.0150575424	0.0006135966	0.0137410211
1868	18.699	18.698	18.63	18.654		0.0112048726	0.0150575424	0.0106050216	0.0137410211
1869	18.701	18.714	18.633	18.674		0.0155489961	0.0493665209	0.0156007342	0.0497569605
1870	18.748	18.753	18.694	18.72		0.117635897	0.1329946561	0.1171802226	0.1325936213
1871	18.808	18.788	18.772	18.762		0.2479596004	0.2080455467	0.2470687487	0.2082270942
1872	18.822	18.816	18.791	18.795		0.2783684645	0.2680862591	0.2787082615	0.2676533943
1873	18.819	18.821	18.787	18.801		0.2718522793	0.2788078149	0.2720473114	0.2784581762
1874	18.828	18.822	18.798	18.802		0.2914008348	0.280952126	0.2903649241	0.2802589731
1875	18.817	18.822	18.784	18.802		0.2675081559	0.280952126	0.2670515989	0.2802589731
1876	18.82	18.822	18.788	18.802		0.2740243411	0.280952126	0.2737125489	0.2802589731
1877	18.835	18.8	18.807	18.777		0.3066052669	0.2337772806	0.3053520617	0.2352390488
1878	18.761	18.766	18.711	18.735		0.1458726994	0.1608707012	0.1454892603	0.1596055759
1879	18.697	18.768	18.628	18.738		0.0068607492	0.1651593235	0.0072745466	0.1650079668
1880	18.818	18.85	18.786	18.835		0.2696802176	0.3409928385	0.2703820739	0.3396852732
1881	19.014	18.967	19.042	18.975		0.6954043152	0.591877244	0.6966828777	0.5917968495
1882	19.086	19.046	19.135	19.069		0.8517927593	0.7612778255	0.8515499665	0.761071765
1883	19.05	19.061	19.088	19.087		0.7735985373	0.7934424929	0.7732838033	0.7934861105
1884	19.035	19.054	19.068	19.078		0.7410176114	0.7784323148	0.739979053	0.7772789378
1885	19.058	19.056	19.098	19.081		0.790975031	0.7827209371	0.7899361785	0.7826813287
1886	19.065	19.065	19.107	19.092		0.8061794631	0.8020197375	0.8049233161	0.8024900954
1887	19.063	19.07	19.105	19.098		0.8018353396	0.8127412933	0.8015928411	0.8132948772
1888	19.071	19.069	19.115	19.096		0.8192118334	0.8105969822	0.8182452162	0.8096932833
1889	19.063	19.061	19.105	19.087		0.8018353396	0.7934424929	0.8015928411	0.7934861105
1890	19.039	19.038	19.074	19.059		0.7497058583	0.7441233363	0.7499704781	0.7430637953
1891	19.007	18.999	19.032	19.014		0.6801998832	0.6604952011	0.6800305025	0.6620279315
1892	18.946	18.947	18.953	18.951		0.5477041181	0.5489910208	0.5484767389	0.5485777221
1893	18.884	18.896	18.872	18.89		0.4130362913	0.4396311518	0.4135925002	0.4387291068
1894	18.85	18.866	18.827	18.854		0.3391861927	0.375301817	0.338656812	0.3739004157
1895	18.849	18.874	18.826	18.864		0.337014131	0.3924563063	0.3369915745	0.3919083855
1896	18.91	18.918	18.905	18.916		0.4695098961	0.4868059973	0.4685453382	0.4855498281
1897	18.987	18.958	19.007	18.965		0.6367586487	0.5725784436	0.6383995646	0.5737888798
1898	18.986	18.949	19.005	18.954		0.634586587	0.5532796432	0.6350690896	0.5539801131
1899	18.891	18.882	18.881	18.874		0.4282407234	0.4096107956	0.4285796378	0.4099163552
1900	18.771	18.81	18.724	18.788		0.1675933166	0.2552203921	0.167137348	0.2550478155
1901	18.746	18.776	18.691	18.748		0.1132917736	0.1823138128	0.11218451	0.1830159366
1902	18.806	18.777	18.77	18.749		0.2436154769	0.1844581239	0.2437382737	0.1848167335
1903	18.789	18.751	18.748	18.718		0.2066904277	0.1287060338	0.2071030484	0.1289920274
1904	18.685	18.687	18.612	18.642		-0.0192039915	-0.0085298803	-0.0193692536	-0.0078685426
1905	18.597	18.601	18.497	18.54		-0.2103454231	-0.19294064	-0.2108715678	-0.1915498339
1906	18.532	18.53	18.412	18.455		-0.3515294351	-0.3451867322	-0.3524167565	-0.3446175766
1907	18.473	18.474	18.336	18.388		-0.4796810767	-0.4652681571	-0.4789748077	-0.4652709738
1908	18.436	18.44	18.287	18.347		-0.5600473604	-0.5381747364	-0.5605714459	-0.5391036497
1909	18.422	18.422	18.269	18.326		-0.5904562245	-0.5767723373	-0.5905457211	-0.5769203862
1910	18.429	18.424	18.278	18.328		-0.5752517925	-0.572483715	-0.5755585835	-0.5733187922
1911	18.44	18.435	18.293	18.342		-0.5513591135	-0.5488962922	-0.5505800208	-0.5481076346
1912	18.457	18.447	18.314	18.356		-0.5144340642	-0.5231645583	-0.515610033	-0.522896477
1913	18.472	18.453	18.334	18.363		-0.4818531384	-0.5102986914	-0.4823052827	-0.5102908981
1914	18.455	18.446	18.312	18.354		-0.5187781877	-0.5253088695	-0.518940508	-0.5264980709
1915	18.435	18.437	18.286	18.344		-0.5622194221	-0.5446076699	-0.5622366834	-0.5445060406
1916	18.438	18.432	18.29	18.338		-0.555703237	-0.5553292257	-0.5555757333	-0.5553108225
1917	18.442	18.433	18.296	18.339		-0.5470149901	-0.5531849146	-0.5455843082	-0.5535100255
1918	18.443	18.433	18.296	18.339		-0.5448429284	-0.5531849146	-0.5455843082	-0.5535100255
1919	18.438	18.431	18.29	18.337		-0.555703237	-0.5574735369	-0.5555757333	-0.5571116195
1920	18.433	18.438	18.283	18.345		-0.5665635456	-0.5424633588	-0.5672323959	-0.5427052437
1921	18.458	18.46	18.316	18.372		-0.5122620025	-0.4952885133	-0.5122795579	-0.4940837254
1922	18.509	18.496	18.382	18.414		-0.4014868547	-0.4180933116	-0.402373882	-0.4184502525
1923	18.541	18.53	18.424	18.454		-0.3319808795	-0.3451867322	-0.3324339064	-0.3464183736
1924	18.561	18.551	18.45	18.48		-0.2885396451	-0.3001561979	-0.289137731	-0.2995976523
1925	18.573	18.559	18.466	18.489		-0.2624749044	-0.2830017086	-0.2624939308	-0.2833904795
1926	18.56	18.543	18.449	18.471		-0.2907117068	-0.3173106871	-0.2908029685	-0.315804825
1927	18.524	18.511	18.402	18.433		-0.3689059288	-0.3859286442	-0.3690691317	-0.38423511
1928	18.468	18.476	18.33	18.39		-0.4905413853	-0.4609795347	-0.4889662327	-0.4616693799
1929	18.449	18.477	18.304	18.392		-0.531810558	-0.4588352236	-0.5322624081	-0.4580677859
1930	18.516	18.52	18.392	18.442		-0.3862824226	-0.3666298438	-0.3857215068	-0.3680279373
1931	18.609	18.576	18.512	18.509		-0.1842806824	-0.2465484189	-0.1858930051	-0.24737454
1932	18.629	18.602	18.539	18.54		-0.140839448	-0.1907963288	-0.1409315922	-0.1915498339
1933	18.594	18.593	18.493	18.53		-0.2168616083	-0.2100951292	-0.2175325179	-0.2095578036
1934	18.57	18.582	18.462	18.516		-0.2689910896	-0.233682552	-0.2691548808	-0.2347689612
1935	18.584	18.599	18.48	18.537		-0.2385822255	-0.1972292623	-0.2391806055	-0.1969522248
1936	18.646	18.673	18.561	18.625		-0.1039143987	-0.0385502365	-0.1042963669	-0.0384820911
1937	18.778	18.784	18.734	18.757		0.1827977487	0.199468302	0.1837897232	0.1992231093
1938	18.934	18.886	18.937	18.878		0.5216393774	0.4181880402	0.5218329386	0.4171195431
1939	18.966	18.919	18.979	18.918		0.5911453526	0.4889503084	0.5917729142	0.489151422
1940	18.877	18.913	18.862	18.911		0.3978318592	0.4760844415	0.396940125	0.4765458432
1941	18.875	18.907	18.859	18.903		0.3934877358	0.4632185745	0.3919444125	0.4621394674
1942	18.959	18.942	18.97	18.945		0.5759409205	0.5382694651	0.5767857766	0.5377729403
1943	18.978	18.962	18.995	18.969		0.6172100932	0.5811556882	0.6184167145	0.5809920677
1944	18.965	18.997	18.978	19.011		0.5889732908	0.6562065788	0.5901076767	0.6566255405
1945	19.011	19.042	19.037	19.064		0.6888881301	0.7527005809	0.6883566901	0.7520677801
1946	19.135	19.149	19.199	19.192		0.9582237837	0.9821418748	0.9581251675	0.9825697927
1947	19.269	19.261	19.374	19.325		1.2492800545	1.2223047246	1.2495417325	1.2220757902
1948	19.369	19.38	19.505	19.466		1.4664862268	1.4774777524	1.4676878469	1.4759881634
1949	19.466	19.481	19.63	19.588		1.6771762139	1.6940531794	1.6758425362	1.6956853941
1950	19.577	19.572	19.775	19.696		1.9182750651	1.8891854948	1.9173019759	1.8901714672
1951	19.644	19.627	19.863	19.761		2.0638032005	2.0071226085	2.0638428772	2.0072232705
1952	19.63	19.616	19.845	19.748		2.0333943364	1.9835351858	2.0338686019	1.9838129099
1953	19.556	19.55	19.748	19.669		1.8726617689	1.8420106493	1.872340563	1.841549949
1954	19.427	19.392	19.58	19.481		1.5924658067	1.5032094863	1.5925806605	1.503000118
1955	19.201	19.24	19.286	19.3		1.1015798574	1.1772741902	1.1030008312	1.1770558658
1956	19.021	19.16	19.051	19.205		0.7106087473	1.0057292976	0.7116700153	1.0059801534
1957	19.195	19.265	19.278	19.33		1.088547487	1.2308819692	1.0896789311	1.231079775
1958	19.511	19.431	19.69	19.528		1.7749189914	1.5868376215	1.7757567871	1.5876375757
1959	19.597	19.547	19.802	19.665		1.9617162995	1.8355777159	1.9622633888	1.8343467611
1960	19.53	19.571	19.714	19.694		1.8161881641	1.8870411837	1.8157224875	1.8865698733
1961	19.531	19.565	19.715	19.687		1.8183602258	1.8741753167	1.817387725	1.8739642945
1962	19.592	19.549	19.795	19.668		1.9508559909	1.8398663382	1.9506067262	1.839749152
1963	19.509	19.454	19.686	19.555		1.7705748679	1.6361567781	1.7690958371	1.636259094
1964	19.264	19.269	19.367	19.335		1.2384197459	1.2394592138	1.2378850699	1.2400837599
1965	19.017	19.077	19.045	19.106		0.7019205004	0.8277514714	0.7016785902	0.827701253
1966	18.9	18.994	18.893	19.007		0.4477892789	0.6497736453	0.448562488	0.6494223527
1967	19.006	19.009	19.031	19.025		0.6780278215	0.6819383127	0.678365265	0.6818366982
1968	19.124	19.031	19.184	19.051		0.9343311047	0.7291131581	0.9331466047	0.7286574195
1969	18.983	18.973	19.001	18.982		0.6280704018	0.604743111	0.6284081396	0.6044024283
1970	18.819	18.879	18.786	18.87		0.2718522793	0.4031778621	0.2703820739	0.4027131673
1971	18.813	18.829	18.779	18.811		0.258819909	0.2959623042	0.2587254113	0.2964661459
1972	18.829	18.785	18.8	18.759		0.2935728966	0.2016126132	0.2936953991	0.2028247033
1973	18.76	18.734	18.71	18.697		0.1437006377	0.0922527441	0.1438240228	0.0911752909
1974	18.607	18.691	18.51	18.646		-0.1886248059	4.73643026897775E-005	-0.1892234801	-0.0006653547
1975	18.674	18.751	18.598	18.718		-0.0430966704	0.1287060338	-0.0426825788	0.1289920274
1976	18.952	18.93	18.961	18.931		0.5607364884	0.5125377312	0.561798639	0.5125617827
1977	19.136	19.089	19.2	19.12		0.9603958454	0.8534832053	0.959790405	0.8529124106
1978	19.225	19.197	19.316	19.249		1.1537093387	1.0850688104	1.1529579567	1.0852152202
1979	19.209	19.181	19.295	19.23		1.1189563511	1.0507598319	1.1179879689	1.0510000777
1980	19.125	19.122	19.186	19.159		0.9365031664	0.9242454736	0.9364770798	0.9231434926
1981	19.018	19.066	19.046	19.093		0.7040925621	0.8041640487	0.7033438277	0.8042908924
1982	19.006	19.069	19.03	19.096		0.6780278215	0.8105969822	0.6767000275	0.8096932833
1983	19.163	19.161	19.236	19.206		1.0190415119	1.0078736087	1.0197389555	1.0077809503
1984	19.275	19.224	19.382	19.281		1.2623124248	1.1429652117	1.2628636326	1.1428407233
1985	19.263	19.235	19.366	19.294		1.2362476842	1.1665526345	1.2362198324	1.166251084
1986	19.155	19.167	19.225	19.213		1.0016650181	1.0207394757	1.0014213428	1.0203865291
1987	19.063	19.124	19.105	19.162		0.8018353396	0.9285340959	0.8015928411	0.9285458835
1988	19.113	19.152	19.171	19.196		0.9104384258	0.9885748083	0.911498517	0.9897729806
1989	19.239	19.219	19.335	19.276		1.1841182028	1.1322436559	1.1845974694	1.1338367385
1990	19.306	19.262	19.422	19.326		1.3296463382	1.2244490357	1.3294731332	1.2238765871
1991	19.238	19.246	19.333	19.307		1.1819461411	1.1901400572	1.1812669944	1.1896614446
1992	19.171	19.22	19.246	19.276		1.0364180057	1.1343879671	1.0363913306	1.1338367385
1993	19.215	19.232	19.304	19.291		1.1319887215	1.160119701	1.1329751065	1.1608486931
1994	19.276	19.256	19.383	19.319		1.2644844866	1.2115831688	1.2645288701	1.2112710083
1995	19.274	19.207	19.38	19.261		1.2601403631	1.106511922	1.2595331576	1.1068247839
